name,director,company,genre,year,gross
Split Second,Tony Maylam,Challenge Film Corporation,Action,1992,5430822
Passion Fish,John Sayles,Atchafalaya,Drama,1992,5414619
Monkeybone,Henry Selick,Twentieth Century Fox Film Corporation,Animation,2001,5411999
The Sicilian,Michael Cimino,Gladden Entertainment,Action,1987,5406879
Amores Perros,Alejandro González Iñárritu,Altavista Films,Drama,2000,5383834
The Human Stain,Robert Benton,Miramax,Drama,2003,5381227
Airheads,Michael Lehmann,Twentieth Century Fox Film Corporation,Comedy,1994,5370000
Second Sight,Joel Zwick,Lorimar Film Entertainment,Comedy,1989,5368865
The Guard,John Michael McDonagh,Reprisal Films,Comedy,2011,5359774
Margin Call,J.C. Chandor,Before The Door Pictures,Drama,2011,5354039
The Truth About Charlie,Jonathan Demme,Universal Pictures,Mystery,2002,5350371
Danny Collins,Dan Fogelman,Big Indie Pictures,Comedy,2015,5348317
Monkey Shines,George A. Romero,Orion Pictures,Drama,1988,5344577
Bread and Tulips,Silvio Soldini,Istituto Luce,Comedy,2000,5311177
Made,Jon Favreau,Artisan Entertainment,Comedy,2001,5308707
Whatever Works,Woody Allen,Sony Pictures Classics,Comedy,2009,5306447
Angels and Insects,Philip Haas,Playhouse International Pictures,Drama,1995,5304000
Hero and the Terror,William Tannen,Golan-Globus Productions,Action,1988,5301200
Paris Can Wait,Eleanor Coppola,Lifetime Films,Comedy,2016,5300675
Orlando,Sally Potter,Adventure Pictures,Biography,1992,5289772
Gardens of Stone,Francis Ford Coppola,ML Delphi Premier Productions,Drama,1987,5262047
Black & White,James Toback,Bigel / Mailer Films,Crime,1999,5241315
Hollywood Shuffle,Robert Townsend,Conquering Unicorn,Comedy,1987,5228617
Miami Rhapsody,David Frankel,Cantaloupe Production,Comedy,1995,5221281
The In Crowd,Mary Lambert,Morgan Creek Productions,Drama,2000,5217498
Farewell My Concubine,Kaige Chen,Beijing Film Studio,Drama,1993,5216888
Bad Education,Pedro Almodóvar,Canal+ España,Crime,2004,5211842
Se levanta el viento,Hayao Miyazaki,Studio Ghibli,Animation,2013,5209580
Formula 51,Ronny Yu,Alliance Atlantis Communications,Action,2001,5204007
Hunt for the Wilderpeople,Taika Waititi,Piki Films,Adventure,2016,5202582
Jane Eyre,Franco Zeffirelli,Cineritino S.r.L.,Drama,1996,5200600
Clara's Heart,Robert Mulligan,MTM Enterprises,Drama,1988,5194491
The Girl Who Kicked the Hornet's Nest,Daniel Alfredson,Film i Väst,Crime,2009,5188972
52 Pick-Up,John Frankenheimer,Cannon Group,Crime,1986,5186646
The Object of Beauty,Michael Lindsay-Hogg,Avenue Pictures,Comedy,1991,5186392
Alone in the Dark,Uwe Boll,AITD Productions,Action,2005,5178569
Jack the Bear,Marshall Herskovitz,Twentieth Century Fox Film Corporation,Drama,1993,5145462
The Company You Keep,Robert Redford,Voltage Pictures,Drama,2012,5132442
The World's Fastest Indian,Roger Donaldson,OLC / Rights Entertainment,Biography,2005,5128124
Grind,Casey La Scala,900 Films,Adventure,2003,5111630
Gossip,Davis Guggenheim,NPV Entertainment,Drama,2000,5108820
Of Mice and Men,Gary Sinise,Metro-Goldwyn-Mayer (MGM),Drama,1992,5101632
Biutiful,Alejandro González Iñárritu,Menageatroz,Drama,2010,5101237
Out of Bounds,Richard Tuggle,Columbia Pictures Corporation,Action,1986,5099316
Sunshine,István Szabó,Alliance Atlantis Communications,Drama,1999,5095981
Top Dog,Aaron Norris,Live Entertainment,Action,1995,5093707
Ghost in the Machine,Rachel Talalay,Twentieth Century Fox Film Corporation,Horror,1993,5086909
Miller's Crossing,Joel Coen,Circle Films,Crime,1990,5080409
Dangerous Ground,Darrell Roodt,New Line Cinema,Action,1997,5079851
Celebrity,Woody Allen,Sweetland Films,Comedy,1998,5032496
Three Burials,Tommy Lee Jones,EuropaCorp,Adventure,2005,5023275
Woman on Top,Fina Torres,Fox Searchlight Pictures,Comedy,2000,5018450
La Femme Nikita,Luc Besson,Gaumont,Action,1990,5017971
Your name,Makoto Shinkai,Amuse,Animation,2016,5017246
Broken Embraces,Pedro Almodóvar,Universal Pictures International (UPI),Drama,2009,5014305
Moon,Duncan Jones,Liberty Films UK,Drama,2009,5009677
Birth,Jonathan Glazer,New Line Cinema,Drama,2004,5005883
I Am Love,Luca Guadagnino,First Sun,Drama,2009,5005465
Heaven's Prisoners,Phil Joanou,PVM Entertainment,Drama,1996,5005000
Bubble Boy,Blair Hayes,Bandeira Entertainment,Adventure,2001,5002310
Club Dread,Jay Chandrasekhar,Broken Lizard Industries,Comedy,2004,4992159
Let It Ride,Joe Pytka,Paramount Pictures,Comedy,1989,4973285
Innocent Blood,John Landis,Warner Bros.,Action,1992,4972818
The Handmaid's Tale,Volker Schlöndorff,Bioskop Film,Drama,1990,4960385
Jakob the Liar,Peter Kassovitz,Columbia Pictures,Drama,1999,4956401
Vamp,Richard Wenk,Amaretto Films,Comedy,1986,4941117
Jean de Florette,Claude Berri,DD Productions,Drama,1986,4940939
Solo,Norberto Barba,Triumph Films,Action,1996,4932915
The Apparition,Todd Lincoln,Warner Bros.,Horror,2012,4930798
From Justin to Kelly,Robert Iscove,19 Entertainment,Comedy,2003,4922166
Birthday Girl,Jez Butterworth,FilmFour,Comedy,2001,4919896
Leonard Part 6,Paul Weiland,Columbia Pictures,Action,1987,4916871
Surf Ninjas,Neal Israel,New Line Cinema,Action,1993,4916135
The Playboys,Gillies MacKinnon,Green Umbrella Ltd.,Drama,1992,4906900
Girl 6,Spike Lee,Fox Searchlight Pictures,Comedy,1996,4903000
The Lover,Jean-Jacques Annaud,Films A2,Biography,1992,4899194
The Magdalene Sisters,Peter Mullan,Scottish Screen,Drama,2002,4890878
Invaders from Mars,Tobe Hooper,Cannon Pictures,Horror,1986,4884663
Hamlet 2,Andrew Fleming,Bona Fide Productions,Comedy,2008,4881867
Hilary and Jackie,Anand Tucker,Arts Council of England,Biography,1998,4874838
Torch Song Trilogy,Paul Bogart,New Line Cinema,Comedy,1988,4865997
Band of the Hand,Paul Michael Glaser,Delphi V Productions,Action,1986,4865912
The Virgin Suicides,Sofia Coppola,American Zoetrope,Drama,1999,4859475
Little Buddha,Bernardo Bertolucci,Recorded Picture Company (RPC),Drama,1993,4858139
Paris  je t'aime,Olivier Assayas,Victoires International,Comedy,2006,4857376
Bleed for This,Ben Younger,Verdi Productions,Biography,2016,4847865
American Anthem,Albert Magnoli,Lorimar Productions,Drama,1986,4845724
Off Beat,Michael Dinner,Silver Screen Partners II,Comedy,1986,4842778
Hollywood Ending,Woody Allen,DreamWorks,Comedy,2002,4839383
Diggstown,Michael Ritchie,Metro-Goldwyn-Mayer (MGM),Drama,1992,4836637
The Libertine,Laurence Dunmore,The Weinstein Company,Drama,2004,4835065
Antonia's Line,Marleen Gorris,Bergen,Comedy,1995,4823217
Angus,Patrick Read Johnson,Atlas Entertainment,Comedy,1995,4821759
Slackers,Dewey Nicks,Alliance Atlantis Communications,Comedy,2002,4814244
The Long Walk Home,Richard Pearce,Dave Bell Associates,Drama,1990,4803039
See You in the Morning,Alan J. Pakula,Lorimar Film Entertainment,Drama,1989,4795000
Into the West,Mike Newell,Channel Four Films,Adventure,1992,4790801
Incarnate,Brad Peyton,IM Global,Horror,2016,4790573
My Chauffeur,David Beaird,Crown International Pictures,Comedy,1986,4781448
Just Visiting,Jean-Marie Poiré,Gaumont,Comedy,2001,4777007
Welcome to the Dollhouse,Todd Solondz,Suburban Pictures,Comedy,1995,4771000
Mansfield Park,Patricia Rozema,Arts Council of England,Comedy,1999,4764741
The Good Mother,Leonard Nimoy,Touchstone Pictures,Drama,1988,4764606
Atlas Shrugged: Part I,Paul Johansson,Atlas Productions,Drama,2011,4752353
In the Cut,Jane Campion,Pathe Productions,Mystery,2003,4750602
Absolutely Fabulous: The Movie,Mandie Fletcher,Fox Searchlight Pictures,Comedy,2016,4750497
Violets Are Blue...,Jack Fisk,Rastar Films,Drama,1986,4743287
A Walk on the Moon,Tony Goldwyn,Miramax,Drama,1999,4741987
Duets,Bruce Paltrow,Hollywood Pictures,Comedy,2000,4734235
Drugstore Cowboy,Gus Van Sant,Avenue Pictures,Crime,1989,4729352
The Other Side of Heaven,Mitch Davis,3Mark Entertainment,Adventure,2001,4720371
True Story,Rupert Goold,Regency Enterprises,Crime,2015,4715819
Manos de piedra,Jonathan Jakubowicz,Fuego Films,Action,2016,4711736
King Kong Lives,John Guillermin,De Laurentiis Entertainment Group (DEG),Action,1986,4711220
Howl's Moving Castle,Hayao Miyazaki,Buena Vista Home Entertainment,Animation,2004,4711096
Your Friends & Neighbors,Neil LaBute,Polygram Filmed Entertainment,Comedy,1998,4710749
90 Minutes in Heaven,Michael Polish,Astute Films,Drama,2015,4700361
College,Deb Hagan,Element Films,Comedy,2008,4693919
Suffragette,Sarah Gavron,Ruby Films,Biography,2015,4693356
True Identity,Charles Lane,Sandollar Productions,Comedy,1991,4693236
Senior Trip,Kelly Makin,1992 Number Four Limited Partnership,Adventure,1995,4686937
Igby Goes Down,Burr Steers,United Artists,Comedy,2002,4681503
Avenging Force,Sam Firstenberg,Cannon Group  The,Action,1986,4679650
The Science of Sleep,Michel Gondry,Partizan Films,Comedy,2006,4663809
No Retreat  No Surrender,Corey Yuen,Seasonal Film Corporation,Action,1986,4662137
The Hitman,Aaron Norris,Cannon Pictures,Action,1991,4654288
Radio Flyer,Richard Donner,Columbia Pictures Corporation,Drama,1992,4651977
Fire with Fire,Duncan Gibbins,Paramount Pictures,Drama,1986,4636169
If Lucy Fell,Eric Schaeffer,Motion Picture Corporation of America (MPCA),Comedy,1996,4635344
Black Beauty,Caroline Thompson,Warner Bros.,Adventure,1994,4630377
Let's Go to Prison,Bob Odenkirk,Carsey-Werner Company,Comedy,2006,4613815
Joe's Apartment,John Payson,Geffen Pictures,Comedy,1996,4611624
The January Man,Pat O'Connor,Metro-Goldwyn-Mayer (MGM),Action,1989,4611062
Longtime Companion,Norman René,American Playhouse,Drama,1989,4609953
Love in the Time of Cholera,Mike Newell,New Line Cinema,Drama,2007,4607608
Dutch,Peter Faiman,Twentieth Century Fox Film Corporation,Comedy,1991,4603929
Lust  Caution,Ang Lee,Haishang Films,Drama,2007,4602512
Eliminators,Peter Manoogian,Empire Pictures,Action,1986,4601256
The Lookout,Scott Frank,Miramax,Crime,2007,4600585
River's Edge,Tim Hunter,Hemdale,Crime,1986,4600000
Thirteen,Catherine Hardwicke,Fox Searchlight Pictures,Drama,2003,4599680
Deception,Marcel Langenegger,Rifkin-Eberts,Crime,2008,4597760
Little Voice,Mark Herman,Miramax,Comedy,1998,4595000
Sunset,Blake Edwards,Cecchi Gori Group Tiger Cinematografica,Crime,1988,4594452
Stealing Beauty,Bernardo Bertolucci,Fiction Films,Drama,1996,4573330
Made in Heaven,Alan Rudolph,Lorimar Motion Pictures,Comedy,1987,4572845
Lejos de ella,Sarah Polley,Foundry Films,Drama,2006,4571521
El expreso del miedo,Joon-ho Bong,SnowPiercer,Action,2013,4563650
Graffiti Bridge,Prince,Paisley Park Films,Drama,1990,4562778
Ong-Bak: The Thai Warrior,Prachya Pinkaew,Baa-Ram-Ewe,Action,2003,4560061
The Mighty Quinn,Carl Schenkel,A&M; Films,Action,1989,4557214
Mumford,Lawrence Kasdan,Touchstone Pictures,Comedy,1999,4554569
Death Before Dishonor,Terry Leonard,Balcor Film Investors,Action,1987,4546244
Au Revoir les Enfants,Louis Malle,Nouvelles Éditions de Films (NEF),Drama,1987,4542825
Miss March,Zach Cregger,Fox Atomic,Comedy,2009,4542775
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,Boll Kino Beteiligungs GmbH & Co. KG,Action,2007,4535117
Mediterraneo,Gabriele Salvatores,A.M.A. Film,Comedy,1991,4532791
Dangerous Beauty,Marshall Herskovitz,Regency Enterprises,Biography,1998,4530929
McHale's Navy,Bryan Spicer,Bubble Factory  The,Action,1997,4529843
Swingers,Doug Liman,Doug Liman Productions,Comedy,1996,4505922
Blood In  Blood Out,Taylor Hackford,Hollywood Pictures,Crime,1993,4496583
Flawless,Joel Schumacher,Tribeca Productions,Comedy,1999,4485485
La isla maldita,Renny Harlin,Dimension Films,Crime,2004,4480744
Bob Roberts,Tim Robbins,Miramax,Comedy,1992,4479470
Talk to Me,Kasi Lemmons,Sidney Kimmel Entertainment,Biography,2007,4472823
Anonymous,Roland Emmerich,Columbia Pictures,Drama,2011,4463292
Parejas en conflicto,Ray Lawrence,MBP (Germany),Drama,2001,4460426
Italiano para principiantes,Lone Scherfig,Danmarks Radio (DR),Comedy,2000,4447186
Tortilla Soup,Maria Ripoll,Samuel Goldwyn Films,Comedy,2001,4447014
Bright Star,Jane Campion,Pathé Renn Productions,Biography,2009,4444637
Persépolis,Vincent Paronnaud,2.4.7. Films,Animation,2007,4443403
The Company Men,John Wells,Not specified,Drama,2010,4439063
Un pasado imborrable,Jonathan Teplitzky,Archer Street Productions,Biography,2013,4435083
Spartan,David Mamet,Franchise Pictures,Action,2004,4434432
2 Days in Paris,Julie Delpy,Polaris Film Production & Finance,Comedy,2007,4432981
The Way,Emilio Estevez,Filmax Entertainment,Adventure,2010,4430650
Más allá de las fronteras,Martin Campbell,Mandalay Pictures,Adventure,2003,4426297
The Adventures of Pluto Nash,Ron Underwood,Castle Rock Entertainment,Comedy,2002,4420080
Hamlet,Kenneth Branagh,Castle Rock Entertainment,Drama,1996,4414535
Run,Geoff Burrowes,Hollywood Pictures,Action,1991,4409328
Dear White People,Justin Simien,Code Red,Comedy,2014,4404154
Babette's Feast,Gabriel Axel,Panorama Film A/S,Comedy,1987,4398938
Black Book,Paul Verhoeven,Fu Works,Drama,2006,4398392
Simplemente irresistible,Mark Tarlov,New Regency Pictures,Comedy,1999,4394936
Pumpkinhead,Stan Winston,De Laurentiis Entertainment Group (DEG),Fantasy,1988,4385516
The Dead,John Huston,Vestron Pictures,Drama,1987,4370078
Solitary Man,Brian Koppelman,Millennium Films,Comedy,2009,4360548
Wagons East,Peter Markle,Carolco Pictures,Adventure,1994,4358940
Bogus,Norman Jewison,New Regency Pictures,Comedy,1996,4357000
On the Line,Eric Bross,A Happy Place,Comedy,2001,4356743
PCU,Hart Bochner,Twentieth Century Fox Film Corporation,Comedy,1994,4350774
Dark Angel,Craig R. Baxley,Vision PDG,Action,1990,4348368
Staying Together,Lee Grant,Not specified,Comedy,1989,4348025
Lisa,Gary Sherman,Gary Sherman Productions,Drama,1989,4347648
Much Ado About Nothing,Joss Whedon,Bellwether Pictures,Comedy,2012,4327763
Hear My Song,Peter Chelsom,British Screen Productions,Comedy,1991,4313173
Meet the Deedles,Steve Boyum,DIC Entertainment,Comedy,1998,4308981
Four Rooms,Allison Anders,Miramax,Comedy,1995,4301331
Listen to Me,Douglas Day Stewart,Weintraub Entertainment Group,Drama,1989,4299023
Enigma,Michael Apted,Manhattan Pictures International,Drama,2001,4298329
Goal! The Dream Begins,Danny Cannon,Milkshake Films,Drama,2005,4280577
Best Seller,John Flynn,Hemdale,Action,1987,4278150
Glitter,Vondie Curtis-Hall,Twentieth Century Fox Film Corporation,Drama,2001,4273372
A Life Less Ordinary,Danny Boyle,Channel Four Films,Comedy,1997,4266243
The Meddler,Lorene Scafaria,Anonymous Content,Comedy,2015,4265673
Brainscan,John Flynn,Admire Productions Ltd.,Comedy,1994,4264509
Lambada,Joel Silberg,Cannon Films,Drama,1990,4263112
Van Wilder 2: The Rise of Taj,Mort Nathan,Metro-Goldwyn-Mayer (MGM),Comedy,2006,4261350
45 Years,Andrew Haigh,BFI Film Fund,Drama,2015,4250507
Mr. Nanny,Michael Gottlieb,New Line Cinema,Action,1993,4247162
Kiss Kiss Bang Bang,Shane Black,Warner Bros.,Comedy,2005,4243756
Police Academy 5: Assignment: Miami Beach,Alan Myerson,Warner Bros.,Comedy,1988,4239831
The Lunchbox,Ritesh Batra,Sikhya Entertainment,Drama,2013,4231500
Antes que anochezca,Julian Schnabel,El Mar Pictures,Biography,2000,4221817
Detroit Rock City,Adam Rifkin,New Line Cinema,Comedy,1999,4217115
Greenberg,Noah Baumbach,Scott Rudin Productions,Comedy,2010,4216789
Hot Pursuit,Steven Lisberger,RKO Pictures,Comedy,1987,4215859
China Cry: A True Story,James F. Collier,Parakletus,Biography,1990,4212828
Swiss Army Man,Dan Kwan,Blackbird,Adventure,2016,4208879
Popcorn,Mark Herrier,Movie Partners,Comedy,1991,4205000
A Hologram for the King,Tom Tykwer,X-Filme Creative Pool,Comedy,2016,4198126
Sweet and Lowdown,Woody Allen,Sweetland Films,Comedy,1999,4196621
Escorpion rojo,Joseph Zito,Abramoff Production,Action,1988,4192440
Promesa de Vida,Russell Crowe,Fear of God Films,Drama,2014,4190530
Lovely & Amazing,Nicole Holofcener,Blow Up Pictures,Comedy,2001,4186931
Bailando en la oscuridad,Lars von Trier,Zentropa Entertainments,Crime,2000,4184036
Exótica,Atom Egoyan,Alliance Entertainment,Drama,1994,4183379
Priest,Antonia Bird,British Broadcasting Corporation (BBC),Drama,1994,4176932
East Is East,Damien O'Donnell,FilmFour,Comedy,1999,4170647
Goon,Michael Dowse,No Trace Camping,Comedy,2011,4168144
Twin Peaks: Fire Walk with Me,David Lynch,New Line Cinema,Drama,1992,4160851
Mostly Martha,Sandra Nettelbeck,Arte,Comedy,2001,4160475
Gloria,Sidney Lumet,Columbia Pictures Corporation,Crime,1999,4155234
To Gillian on Her 37th Birthday,Michael Pressman,Rastar Pictures,Drama,1996,4137645
Heart Condition,James D. Parriott,New Line Cinema,Comedy,1990,4134992
Kama Sutra: A Tale of Love,Mira Nair,NDF International,Crime,1996,4109095
The Raid: Redemption,Gareth Evans,Pt. Merantau Films,Action,2011,4105123
This Boy's Life,Michael Caton-Jones,Knickerbocker Films,Biography,1993,4104962
Life Stinks,Mel Brooks,Brooksfilms,Comedy,1991,4102526
Restoration,Michael Hoffman,Avenue Pictures,Biography,1995,4100000
Man Trouble,Bob Rafelson,Penta Entertainment,Comedy,1992,4096030
Tie Me Up! Tie Me Down!,Pedro Almodóvar,Deseo  El,Comedy,1989,4087361
That's Life!,Blake Edwards,Blake Edwards,Comedy,1986,4079895
Impromptu,James Lapine,C.L.G. Films,Biography,1991,4076211
Denial,Mick Jackson,BBC Films,Biography,2016,4072226
The Visual Bible: The Gospel of John,Philip Saville,Gospel of John Ltd.,Biography,2003,4068087
The Dinner Game,Francis Veber,Gaumont,Comedy,1998,4065116
Tank Girl,Rachel Talalay,Trilogy Entertainment Group,Action,1995,4064333
Good Bye Lenin!,Wolfgang Becker,X-Filme Creative Pool,Comedy,2003,4064200
Frances Ha,Noah Baumbach,RT Features,Comedy,2012,4063238
Secretary,Steven Shainberg,Slough Pond,Comedy,2002,4059680
Peter's Friends,Kenneth Branagh,British Broadcasting Corporation (BBC),Comedy,1992,4058564
Playing God,Andy Wilson,Beacon Communications,Crime,1997,4052347
Three Colors: Red,Krzysztof Kieslowski,MK2 Productions,Drama,1994,4043686
Contra viento y marea,Lars von Trier,Argus Film Produktie,Drama,1996,4040691
Bottle Shock,Randall Miller,Shocking Bottle,Comedy,2008,4040588
Passed Away,Charlie Peters,Hollywood Pictures,Comedy,1992,4030793
Irrational Man,Woody Allen,Gravier Productions,Comedy,2015,4027764
My Name Is Khan,Karan Johar,Dharma Productions,Adventure,2010,4018695
Mi historia sin mi,Todd Haynes,Killer Films,Biography,2007,4017609
The Anniversary Party,Alan Cumming,Fine Line Features,Comedy,2001,4013506
Mountains of the Moon,Bob Rafelson,Carolco Pictures,Adventure,1990,4011793
Safety Not Guaranteed,Colin Trevorrow,FilmDistrict,Comedy,2012,4010957
Short Time,Gregg Champion,Gladden Entertainment,Comedy,1990,4010647
Tai-Pan,Daryl Duke,De Laurentiis Entertainment Group (DEG),Adventure,1986,4007250
Idle Hands,Rodman Flender,Columbia Pictures Corporation,Comedy,1999,4002955
Kissing a Fool,Doug Ellin,Largo Entertainment,Comedy,1998,4002640
Shame,Steve McQueen,See-Saw Films,Drama,2011,4000304
American Ninja 2: The Confrontation,Sam Firstenberg,Cannon Group,Action,1987,4000000
Gordy,Mark Lewis,RAS,Comedy,1995,3992809
P2,Franck Khalfoun,P2 Productions,Crime,2007,3992339
Welcome Home  Roxy Carmichael,Jim Abrahams,Incorporated Television Company (ITC),Comedy,1990,3989297
Fluke,Carlo Carlei,Metro-Goldwyn-Mayer (MGM),Drama,1995,3987649
La piedra y el pingüino,Don Bluth,Metro-Goldwyn-Mayer (MGM),Animation,1995,3983912
Bat*21,Peter Markle,TriStar Pictures,Drama,1988,3966256
